File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_10.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9adf3538/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3021 GC (Middelland),1200,62,2,Upholstered,"Renovated 2-room apartment with balcony at the Nieuwe Binnenweg on the edge of the center district for rent. The accommodation is rented in partly decorated condition and is situated on the second floor. The city centre is reachable in a few minutes walking distance or by bike. In short distance you can find the trendy Nieuwe Binnenweg with several popular bars, restaurants, the supermarket and shops.   ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1893,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9adf3538/rotterdam/youspace/request-details,2022-08-12 22:26:56
rotterdam_1.csv,https://www.pararius.com/studio-for-rent/rotterdam/aef19763/westersingel,Studio Westersingel,3014 GR (Oude Westen),1595,45,2,Furnished,"Located in a prime location, a beautifully furnished 1 bedroom apartment on the 1st floor, on one of the most beautiful canals in Rotterdam, or in the heart of the center of Rotterdam, a stone's throw from Rotterdam Central Station, trendy shops, bars and restaurants.  ",29-07-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Studio,Existing building,1894,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/aef19763/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:37:58
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1b5b7768/saftlevenstraat,Apartment Saftlevenstraat,3015 BK (Oude Westen),675,35,1,Upholstered,Comfortable upholstered apartment for rent in Rotterdam with 1 bedroom in the Oude Westen district.,4 weeks,consultation,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1895,Location type is not available,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1b5b7768/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:41:15
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/bc963e02/s-gravendijkwal,Apartment 's-Gravendijkwal,3021 EH (Middelland),1700,95,4,Upholstered,ROTTERDAM OUDE WESTEN: Spacious 3 bedroom apartment on the second and third floor. The apartment is available directly and suitable for 3 house sharers!,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,247,Apartment,Existing building,1895,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/bc963e02/rotterdam/rental-rotterdam/request-details,2022-08-03 17:41:53
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e6d40276/ochterveltstraat,Apartment Ochterveltstraat 21 B,3015 XK (Oude Westen),1475,81,3,Upholstered,For English please see below:,5 weeks,Not available to book,Specifics are not available,Excellent,211,Apartment,Existing building,1895,In the city centre,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/e6d40276/rotterdam/viadaan-nijmegen/request-details,2022-08-03 17:42:21
rotterdam_19.csv,https://www.pararius.com/apartment-for-rent/rotterdam/f00837a3/crooswijkseweg,Apartment Crooswijkseweg,3034 HG (Oud Crooswijk),1400,71,3,Upholstered,"ROTTERDAM CROOSWIJK: Renovated 2 bedroom apartment with modern kitchen, located on the first floor. The apartment is available directly! ",21-08-2022,Not available to book,Specifics are not available,Upkeep is not available,149,Apartment,Existing building,1895,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f00837a3/rotterdam/rental-rotterdam/request-details,2022-08-22 01:00:42
rotterdam_26.csv,https://www.pararius.com/house-for-rent/rotterdam/721213f3/gerard-scholtenstraat,House Gerard Scholtenstraat,3035 SM (Oude Noorden),2950,130,4,Furnished,123Wonen Dé Verhuurmakelaar offers:,30-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1895,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/721213f3/rotterdam/123wonen-rotterdam/request-details,31-08-2022 01:36
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/301d5813/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3015 BH (Oude Westen),1350,40,2,Furnished,"Furnished 1 bedroom apartment in prime location in completely renovated mansion. The apartment is located on the first floor. Within walking distance of everything Rotterdam has to offer, bars, restaurants, supermarket and public transport on the doorstep.   ",2 weeks,05-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1896,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/301d5813/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:40:18
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5b5f7f74/gerard-scholtenstraat,Apartment Gerard Scholtenstraat 57 A02,3035 SE (Oude Noorden),1650,75,4,Upholstered,This beautiful recently fully renovated 4-room apartment is within cycling distance of the center and located in the trendy Het Oude Noorden district.,3 months,Not available to book,Specifics are not available,Upkeep is not available,212,Apartment,Existing building,1896,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5b5f7f74/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-03 17:44:33
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ed5e56aa/handelsplein,Apartment Handelsplein 23,3071 PR (Kop van Zuid - Entrepot),1895,124,2,Furnished,This unique and attractively furnished loft house in the monumental area will be available for rent at the beginning of October. The apartment which is located at A location also has its own parking space in the underground garage.,02-08-2022,01-10-2022,Monumental building,Excellent,360,Apartment,Existing building,1897,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ed5e56aa/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-03 17:37:07
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ab1beddc/noordschans,Apartment Noordschans,3026 VZ (Tussendijken),1395,90,3,Upholstered,Luxurious renovated upper house with 2 bedrooms and spacious living room with open kitchen.   ,02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1897,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/ab1beddc/rotterdam/vdm-vastgoed-groep-rotterdam/request-details,2022-08-03 17:37:12
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d3676a94/benthuizerstraat,Apartment Benthuizerstraat,3036 CH (Oude Noorden),1350,94,4,Upholstered,Spacious double upper house with 4 rooms located in the Oude Noorden. The house is located on the entire first and entire second (top) floor and has two spacious balconies.,21-07-2022,Not available to book,Specifics are not available,Reasonable,282,Apartment,Existing building,1897,On a busy road,3,1,2,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d3676a94/rotterdam/benhousing/request-details,2022-08-03 17:39:34
rotterdam_10.csv,https://www.pararius.com/apartment-for-rent/rotterdam/802ee8c4/honingerdijk,Apartment Honingerdijk,3063 AL (Struisenburg),2700,145,4,Interior is not available,Spacious apartment with garden for rent in Rotterdam with 3 bedrooms in the Struisenburg district.,12-08-2022,Not available to book,Specifics are not available,Good,630,Apartment,Existing building,1897,in a residential area,3,1,1,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/802ee8c4/rotterdam/hp-makelaardij/request-details,2022-08-12 22:27:12
rotterdam_10.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0695d206/honingerdijk,Apartment Honingerdijk,3063 AL (Struisenburg),2550,130,4,Interior is not available,Conveniently located apartment for rent in Rotterdam with 3 bedrooms in the Struisenburg district.,12-08-2022,Not available to book,Specifics are not available,Good,380,Apartment,Existing building,1897,in a residential area,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0695d206/rotterdam/hp-makelaardij/request-details,2022-08-12 22:27:13
rotterdam_23.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0ac12236/provenierssingel,Apartment Provenierssingel,3033 EH (Provenierswijk),1995,194,4,Furnished,"Located on one of the most beautiful canals in the city, just behind the renovated Central Station, this beautiful characteristic double ground floor apartment with a beautiful city garden and an unobstructed view over the canal at the front.",26-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,523,Apartment,Existing building,1897,Location type is not available,3,1,2,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/0ac12236/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-27 02:27:34
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/8c909571/admiraliteitskade,Apartment Admiraliteitskade,3063 EH (Struisenburg),2800,250,6,Upholstered,"This is without doubt one of the top properties offered in Kralingen. A STUNNING unfurnished apartment with 6 rooms, 2 bathrooms and a sunny roof terrace with a beautiful view, this is truly a rare opportunity to rent an house you only see in magazines. We also offer you the possibility the rent it furnished, the additional costs are to be determined.",28-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,750,Apartment,Existing building,1898,Location type is not available,5,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/8c909571/rotterdam/linda-housing/request-details,2022-08-03 17:38:21
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5bf54cd4/zaagmolenstraat,Apartment Zaagmolenstraat 207 A,3036 HN (Oude Noorden),1275,85,3,Shell,Lovely apartment with balcony for rent in Rotterdam with 2 bedrooms in the Oude Noorden district.,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1898,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/5bf54cd4/rotterdam/havensteder-rotterdam/request-details,2022-08-03 17:41:57
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e5d4588d/provenierssingel,Apartment Provenierssingel,3033 EN (Provenierswijk),1695,71,3,Upholstered,"Totally renovated old office building, converted into 11 luxury apartments,",5 weeks,Not available to book,Specifics are not available,Upkeep is not available,192,Apartment,Existing building,1898,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e5d4588d/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-03 17:42:20
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/531d5028/mathenesserlaan,House Mathenesserlaan,3021 HA (Middelland),4750,391,8,Upholstered,"Beautiful 6-bedroom property from 1898 available on the stately Mathenesserlaan. This house is over 391 m² and still has various authentic elements, which have been preserved. High ceilings with beautiful ornaments, beautiful en suite doors with stained glass and various stained glass windows, the character of the house is retained.",3 months,Not available to book,Specifics are not available,Good,1.173,House,Existing building,1898,Open area,6,2,4,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/531d5028/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:44:30
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4c6dc2dd/provenierssingel,Apartment Provenierssingel,3033 EN (Provenierswijk),1395,70,3,Upholstered,Ground floor:,19-08-2022,Not available to book,Specifics are not available,Upkeep is not available,189,Apartment,Existing building,1898,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/4c6dc2dd/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-21 00:29:53
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/3bf81960/provenierssingel,Apartment Provenierssingel,3033 EN (Provenierswijk),1495,84,3,Upholstered,Ground floor:,19-08-2022,Not available to book,Specifics are not available,Upkeep is not available,227,Apartment,Existing building,1898,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/3bf81960/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-21 00:29:55
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c41984d5/spoorsingel,Apartment Spoorsingel,3033 GK (Provenierswijk),2250,140,4,Furnished,"Furnished double ground floor apartment with three bedrooms. Located on the beautiful historic Spoorsingel, a 1-minute walk from Central Station. Completely renovated in style with many authentic details, a garden with shed and stunning views over the canal.  ",21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1899,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c41984d5/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:39:29
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4c97a6ad/bloklandstraat,Apartment Bloklandstraat,3036 TN (Oude Noorden),1250,40,2,Upholstered,"Would you like to live in an apartment in the ""Oude Noorden"" district surrounded by greenery, close to public transport, the river called ""de Rotte"" and the varied range of shops on the Zwaanshals?",6 weeks,consultation,"Accessible for disabled people, accessible for seniors",Good,120,Apartment,Existing building,1899,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4c97a6ad/rotterdam/j-j-h-vastgoed-beheer/request-details,2022-08-03 17:42:29
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/824f0bbb/bergweg,Apartment Bergweg,3036 BK (Oude Noorden),1350,74,3,Upholstered or furnished,"ROTTERDAM NOORD : Spacious 3-room apartment with terrace, located on the first floor. The property is rented furnished and is available as of 01-08-2022!",7 weeks,Not available to book,Specifics are not available,Upkeep is not available,192,Apartment,Existing building,1899,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/824f0bbb/rotterdam/rental-rotterdam/request-details,2022-08-03 17:42:59
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/97b2b948/nijverheidstraat,Apartment Nijverheidstraat,3071 GB (Feijenoord),1795,281,2,Furnished,"Villa van Waning is the restoration and redevelopment of the national monument Van Waning, the former head office of a cement factory from 1898. The second floor of the characteristic, detached building now serves as a modern and luxurious loft.  ",8 weeks,01-11-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1899,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/97b2b948/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:43:12
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/abc5dcf3/prins-hendrikkade,Apartment Prins Hendrikkade 139 A02,3071 KM (Noordereiland),1700,150,4,Upholstered,A beautiful double upper house with 3 bedrooms on the ‘Noordereiland’ located on the Prins Hendrikkade. This apartment is fully equipped and within walking distance of shops and public transport.   ,19-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1899,Location type is not available,3,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/abc5dcf3/rotterdam/huurwoning-in-rotterdam/request-details,2022-08-21 00:30:00
rotterdam_25.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ab56c42f/hoevestraat,Apartment Hoevestraat,3033 GC (Provenierswijk),2395,135,4,Furnished,Beautiful apartment on top location near Rotterdam CS!,29-08-2022,01-11-2022,Specifics are not available,Excellent,465,Apartment,Existing building,1899,in a residential area,3,Number of bathrooms is not available,2,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ab56c42f/rotterdam/househunting-randstad/request-details,2022-08-30 00:05:13
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/bc1cf206/dordtsestraatweg,House Dordtsestraatweg,3075 BB (Vreewijk),1495,75,3,Upholstered,"This beautiful 2 bedroom house will be available for rent immediately. The house dating from 1900, has recently been completely renovated and has energy label A. The house is located on the 1st and 2nd floor and has a balcony at the rear that extends over the entire width of the house and offers access to the garden via a staircase. backyard.",21-07-2022,Not available to book,Specifics are not available,Excellent,Volume is not available,House,Existing building,1900,On a busy road,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/bc1cf206/rotterdam/homeland-real-estate/request-details,2022-08-03 17:39:24
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/a0f26aba/s-gravendijkwal,Apartment 's-Gravendijkwal,3014 EJ (Oude Westen),1295,85,3,Upholstered,"Introducing the Gravendijk, a former office building that's been transformed into luxury apartments in the heart of the city. All apartments are made of high quality materials. Contemporary comfort while preserving the atmosphere of this landmark building. The apartments have plenty of living space (85m²). Spacious living room with a luxury kitchen with island, equipped with all possible appliances. The bathroom is equipped with high quality materials. The bedrooms are comfortable and functional. Anchored in Rotterdam's most creative neighborhood for the arts, dining, entertainment and shopping. Layout: Shared entrance on the ground floor via the stairs to reach your apartment. Entrance apartment. The spacious living room with natural light and high ceilings. The luxury kitchen is equipped with all amenities such as a hob, microwave, oven, refrigerator, freezer, sink. The apartments come with spacious bedroom(s). The luxury bathrooms have a bath tub and a washbasin with mirror and radiator. Separate toilet. The rent is excluding gas, water, electricity, TV and Internet. Central heating Double glass, Airconditioning. Pictures only serve as impression.",7 weeks,15-09-2022,Specifics are not available,Good,240,Apartment,Existing building,1900,In the city centre,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/a0f26aba/rotterdam/vhpn/request-details,2022-08-03 17:43:05
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/98a7c01c/avenue-concordia,Apartment Avenue Concordia,3062 LD (Kralingen Oost),2900,179,4,Furnished,Spacious and fully furnished 3-bedroom house with garden located in one of the most beautiful streets of Rotterdam and in the popular Kralingen area!,2 months,Not available to book,Specifics are not available,Good,537,Apartment,Existing building,1900,in a residential area,3,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/98a7c01c/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:43:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/37151d6f/prins-hendrikkade,Apartment Prins Hendrikkade,3071 KN (Noordereiland),1795,176,4,Furnished,Characteristic double upstairs apartment (3-bedrooms) located on the Noordereiland with a view of the Maas.   ,3+ months,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1900,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/37151d6f/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:45:04
rotterdam_10.csv,https://www.pararius.com/house-for-rent/rotterdam/8995d627/dordtsestraatweg,House Dordtsestraatweg,3075 BB (Vreewijk),1595,85,4,Upholstered,"This beautiful 2 bedroom house will be available for rent immediately. The house dating from 1900, has recently been completely renovated and has energy label A.",3 weeks,Not available to book,Specifics are not available,Excellent,Volume is not available,House,Existing building,1900,On a busy road,3,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8995d627/rotterdam/homeland-real-estate/request-details,2022-08-12 22:31:40
rotterdam_14.csv,https://www.pararius.com/house-for-rent/rotterdam/4da21403/louwerslootstraat,House Louwerslootstraat 152,3036 PV (Oude Noorden),2495,137,5,Furnished,Conveniently located furnished house with garden for rent in Rotterdam with 4 bedrooms in the Oude Noorden district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1900,Location type is not available,4,1,Number of floors is not available,Present,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/4da21403/rotterdam/wonen-hartje-rotterdam-3/request-details,2022-08-17 00:23:09
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0de754ac/atjehstraat,Apartment Atjehstraat 12 A,3072 ZD (Katendrecht),1290,60,3,Furnished,"Uniquel! On the vibrant and fancy Katendrecht we offer you this fully furnished  2 bedroom appartment with views of the high rise buildings of the Wilhelminapier. The 2-bedroom appartement is on the ground floor and is recently complete renovated and beautiful decorated. With a kitchen equipped with granite counters, bathroom, C.V. boiler, floor, spotlights and all furniture!",20-08-2022,consultation,Specifics are not available,Good,150,Apartment,Existing building,1900,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Present,Vrijstaand steen,Yes,https://www.pararius.com/contact/0de754ac/rotterdam/ooms-makelaars-woningen/request-details,2022-08-21 00:29:45
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/3fb7c3a4/van-der-hilststraat,Apartment Van der Hilststraat 10 B01,3023 PL (Nieuwe Westen),950,48,2,Upholstered,"PLEASE NOTE: due to the enormous interest we have received, it is no longer possible to qualify for this apartment. Sorry for the inconvenience.   ",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1901,Location type is not available,1,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/3fb7c3a4/rotterdam/huurwoning-in-rotterdam/request-details,2022-08-03 17:37:10
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/ace4546e/ochterveltstraat,Apartment Ochterveltstraat,3015 XL (Oude Westen),1975,70,2,Furnished,"Furnished 1-bedroom apartment in the heart of Rotterdam. Located within walking distance of the Erasmus MC and metro station Dijkzigt, bus 32 and 44 and tram line 4. If you come by car, you can quickly go south via the Maastunnel and via the North side to the A 13 and A 20.  ",3+ months,02-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1901,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ace4546e/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:46:18
rotterdam_20.csv,https://www.pararius.com/apartment-for-rent/rotterdam/584e7cab/van-der-hilststraat,Apartment Van der Hilststraat 6 A01,3023 PL (Nieuwe Westen),1200,55,2,Upholstered,A beautifully renovated turn-key apartment (2022) with balcony on the van der Hilststraat in Rotterdam-West. This apartment is equipped with all kinds of conveniences. Shops and public transport are within walking distance.   ,22-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1901,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/584e7cab/rotterdam/huurwoning-in-rotterdam/request-details,2022-08-22 20:15:11
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/25dadef6/claes-de-vrieselaan,Apartment Claes de Vrieselaan 81 A01,3021 JD (Middelland),1450,85,3,Interior is not available,"Modern 3-room apartment on the 1st floor in a very nice location. This apartment with two spacious bedrooms, a neat kitchen, bathroom and toilet is everything you are looking for. And that too near the trendy Nieuwe Binnenweg and the green Heemraadssingel around the corner! Here you will find everything in the field of food, delis and tokos, but also various restaurants and craft shops. Furthermore, the house is conveniently located for roads (A13 and A20) and public transport (trams and Central Station) and within walking distance of the Erasmus Medical Center.",27-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,230,Apartment,Existing building,1902,On a quiet road,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/25dadef6/rotterdam/rent-a-stone/request-details,2022-08-03 17:38:36
rotterdam_2.csv,https://www.pararius.com/apartment-for-rent/rotterdam/cc64fb79/nieuwe-binnenweg,Apartment Nieuwe Binnenweg 143,3014 GJ (Oude Westen),1350,50,2,Furnished,"Beautiful and fully furnished apartment in the center of Rotterdam located on the well-known Nieuwe Binnenweg. Numerous lunch shops, restaurants and bars can be found in the vicinity. The street is close to Rotterdam Central station, making the apartment easy to reach. In addition, the Museum Park and the popular but especially cozy Witte de Withstraat are within walking distance of the apartment.   ",04-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1902,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/cc64fb79/rotterdam/loftly/request-details,2022-08-04 22:51:04
rotterdam_2.csv,https://www.pararius.com/apartment-for-rent/rotterdam/741c2ff3/jericholaan,Apartment Jericholaan,3061 HB (Kralingen West),1750,118,4,Upholstered,4/5-ROOM APARTMENT LOCATED ON JERICHOLAAN IN KRALINGEN!!,04-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,319,Apartment,Existing building,1902,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/741c2ff3/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-04 22:51:12
rotterdam_5.csv,https://www.pararius.com/apartment-for-rent/rotterdam/48b9c247/1e-jerichostraat,Apartment 1e Jerichostraat,3061 GK (Kralingen West),1050,42,1,Upholstered or furnished,"ROTTERDAM KRALINGEN: Fully furnished studio in the heart of Kralingen with a living area of approximately 42m2, available as of 01-10-2022!",06-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,140,Apartment,Existing building,1902,Location type is not available,Number of bedrooms is not available,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/48b9c247/rotterdam/rental-rotterdam/request-details,2022-08-07 22:27:53
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b6da26dc/middellandplein,Apartment Middellandplein,3021 BT (Middelland),2250,100,4,Furnished,"Neatly furnished 3 bedroom apartment, double upstairs apartment, luxuriously finished with no less than 2 balconies in Rotterdam West. Conveniently located near the center, restaurants and public transport.  ",3 months,05-11-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1903,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/b6da26dc/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:44:26
