URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/c4d57548/mauritsplaats,Apartment Mauritsplaats,3012 CD (Cool),1645,75,3,Furnished,"Mauritsplaats, Rotterdam - Schouwburgplein (approx. 75m2) € 1645,- Excl. W/E",17-08-2022,01-10-2022,Specifics are not available,Good,195,Apartment,Existing building,1985,In the city centre,2,1,2,Present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/c4d57548/rotterdam/koops-makelaardij-leiden/request-details,2022-08-22 20:16:32
https://www.pararius.com/apartment-for-rent/rotterdam/1c159b00/laan-op-zuid,Apartment Laan op Zuid 674,3071 AB (Kop van Zuid - Entrepot),1650,95,4,Upholstered or furnished,"FOR RENT: A lovely, spacious, modern and furnished apartment with a perfect connection to the city center of Rotterdam! Beautiful, bright living room with natural light from the building-wide conservatory. All city conveniences are in proximity, public transport, nice restaurants on the Wilhelmina pier and shops for groceries.",17-08-2022,01-09-2022,Specifics are not available,Good,228,Apartment,Existing building,2000,On a busy road,3,1,1,Present,Not present,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/1c159b00/rotterdam/huizenbalie-nl/request-details,2022-08-22 20:16:34
https://www.pararius.com/apartment-for-rent/rotterdam/9644a128/bredestraat,Apartment Bredestraat,3011 RB (Stadsdriehoek),1995,70,3,Furnished,"Spacious, light and centrally located contemporary 2 bedroom apartment for rent. This luxury furnished property on the second floor is overlooking a city center park on a quite street. All city life has to offer is in the immediate vicinity. Intercity train station Blaak is 7min within walking distance.",17-08-2022,27-09-2022,Specifics are not available,Good,189,Apartment,Existing building,1954,Location type is not available,2,Number of bathrooms is not available,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9644a128/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-22 20:16:35
https://www.pararius.com/apartment-for-rent/rotterdam/9dd712f4/schilperoortstraat,Apartment Schilperoortstraat,3082 ST (Oud Charlois),1450,87,3,Upholstered,Lovely upholstered apartment for rent in Rotterdam with 2 bedrooms in the Oud Charlois district.,17-08-2022,01-09-2022,Specifics are not available,Excellent,Volume is not available,Apartment,Existing building,Constructed year is not available,in a residential area,2,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9dd712f4/rotterdam/househunting-randstad/request-details,2022-08-22 20:16:36
https://www.pararius.com/apartment-for-rent/rotterdam/e84224fe/walenburgerplein,Apartment Walenburgerplein,3039 AP (Blijdorp),1550,85,3,Upholstered,"Royal and bright unfurnished apartment with a beautiful view on the 5th floor (elevator) with closed garage in the center of the city of Rotterdam. Nearby shopping area, café-/restaurants, public transportation and main roads.",17-08-2022,consultation,Specifics are not available,Good,238,Apartment,Existing building,1979,Location type is not available,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e84224fe/rotterdam/ideaal-housing-makelaars/request-details,2022-08-22 20:16:37
https://www.pararius.com/apartment-for-rent/rotterdam/ef72a7e2/cypruslaan,Apartment Cypruslaan,3059 XA (Nesselande),1395,54,2,Furnished,"Very well-maintained, furnished, 2-room apartment available. (initially available +/- 6 months)",17-08-2022,consultation,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2010,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ef72a7e2/rotterdam/rotsvast-rotterdam/request-details,2022-08-22 20:16:38
https://www.pararius.com/apartment-for-rent/rotterdam/5ce1ab66/groene-hilledijk,Apartment Groene Hilledijk,3073 AG (Bloemhof),1095,114,3,Upholstered,Spacious double upstairs apartment for rent in perfect condition!,17-08-2022,02-09-2022,Specifics are not available,Upkeep is not available,319,Apartment,Existing building,1926,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5ce1ab66/rotterdam/max-rental/request-details,2022-08-22 20:16:39
https://www.pararius.com/apartment-for-rent/rotterdam/59d395aa/rochussenstraat,Apartment Rochussenstraat,3023 DK (Nieuwe Westen),1495,105,3,Upholstered,"Completely renovated and unfurnished 2 bedroom apartments located in the center of Rotterdam, located on the top floor. Within walking distance of various shops, tram line and metro station.  ",16-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1920,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/59d395aa/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:16:40
https://www.pararius.com/apartment-for-rent/rotterdam/ead2c23e/karel-doormanstraat,Apartment Karel Doormanstraat,3012 GR (Cool),1595,43,2,Furnished,"On the 9th floor in the heart of the city center you will find this furnished 2-room apartment. Equipped with a spacious and sunny balcony at the rear of the house. Within walking distance of the central station (5 minutes), metro station Wisselplein and various tram and bus lines. The pleasant shopping street 'de Koopgoot', the Hofplein theater and various shops and restaurants are within walking distance.   ",16-08-2022,07-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2012,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ead2c23e/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:16:41
https://www.pararius.com/apartment-for-rent/rotterdam/03014a39/taandersstraat,Apartment Taandersstraat 12 A02,3027 PV (Spangen),1750,115,5,Interior is not available,VIEWING IS FULL,16-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,332,Apartment,Existing building,1925,On a quiet road,4,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/03014a39/rotterdam/rent-a-stone/request-details,2022-08-22 20:16:42
https://www.pararius.com/apartment-for-rent/rotterdam/66eda8c9/boekweitstraat,Apartment Boekweitstraat 4 BO,3073 DB (Bloemhof),1295,78,3,Interior is not available,Beautiful apartment with balcony for rent in Rotterdam with 2 bedrooms in the Bloemhof district.,16-08-2022,consultation,Specifics are not available,Good,266,Apartment,Existing building,1925,in a residential area,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/66eda8c9/rotterdam/ooms-makelaars-woningen/request-details,2022-08-22 20:16:43
https://www.pararius.com/house-for-rent/rotterdam/4da21403/louwerslootstraat,House Louwerslootstraat 152,3036 PV (Oude Noorden),2495,137,5,Furnished,Conveniently located furnished house with garden for rent in Rotterdam with 4 bedrooms in the Oude Noorden district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,1900,Location type is not available,4,1,Number of floors is not available,Present,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/4da21403/rotterdam/wonen-hartje-rotterdam-3/request-details,2022-08-22 20:16:44
https://www.pararius.com/apartment-for-rent/rotterdam/e3496662/roo-valkstraat,Apartment Roo-Valkstraat 28 A,3032 RE (Agniesebuurt),1850,134,4,Shell,Conveniently located apartment for rent in Rotterdam with 3 bedrooms in the Agniesebuurt district.,16-08-2022,01-10-2022,Specifics are not available,Excellent,375,Apartment,Existing building,1905,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e3496662/rotterdam/real-estate/request-details,2022-08-22 20:16:45
https://www.pararius.com/apartment-for-rent/rotterdam/af765b91/maashaven-o-z,Apartment Maashaven O.z.,3072 HS (Afrikaanderwijk),1750,160,5,Furnished,"For rent duplex apartment of 160 m² with great view over the skyline of Rotterdam, a spacious outdoor terrace, private parking and provided with all practical luxury ... a special apartment on the third and fourth floor on a 10 minutes distance of the center of Rotterdam!",15-08-2022,01-10-2022,Specifics are not available,Good,400,Apartment,Existing building,2005,Location type is not available,2,Number of bathrooms is not available,2,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/af765b91/rotterdam/expat-housing-rotterdam/request-details,2022-08-22 20:16:46
https://www.pararius.com/apartment-for-rent/rotterdam/1360d539/verboomstraat,Apartment Verboomstraat,3082 JC (Oud Charlois),995,60,3,Upholstered,"Nicely finished and upholstered 3-room apartment with 2 bedrooms for rent, Rotterdam South Charlois.",15-08-2022,01-09-2022,Specifics are not available,Good,165,Apartment,Existing building,1957,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1360d539/rotterdam/max-rental/request-details,2022-08-22 20:16:47
https://www.pararius.com/apartment-for-rent/rotterdam/88596cef/zuidhoek,Apartment Zuidhoek,3082 PS (Oud Charlois),795,50,2,Upholstered,"In the Charlois district on the Zuidhoek we offer you this nice 2-room apartment with one bedroom, renovated in 2018. The house is equipped with plastic frames and double glazing.",15-08-2022,05-09-2022,Specifics are not available,Upkeep is not available,140,Apartment,Existing building,1926,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/88596cef/rotterdam/max-rental/request-details,2022-08-22 20:16:48
https://www.pararius.com/apartment-for-rent/rotterdam/644bcbac/platostraat,Apartment Platostraat,3076 BN (Lombardijen),850,57,3,Upholstered,This nice 3-room apartment with 2 bedrooms will delight you with its green location!,15-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,148,Apartment,Existing building,1961,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/644bcbac/rotterdam/max-rental/request-details,2022-08-22 20:16:49
https://www.pararius.com/apartment-for-rent/rotterdam/d61de2a6/de-savornin-lohmanlaan,Apartment De Savornin Lohmanlaan,3038 NL (Bergpolder),3500,145,6,Furnished,Attention students !!!  ,15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1933,Location type is not available,5,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d61de2a6/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-22 20:16:50
https://www.pararius.com/apartment-for-rent/rotterdam/e52851f2/talmastraat,Apartment Talmastraat,3038 SV (Bergpolder),795,61,2,Shell,Beautiful apartment with garden for rent in Rotterdam with 1 bedroom in the Bergpolder district.,15-08-2022,consultation,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1933,in a residential area,1,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e52851f2/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-22 20:16:51
https://www.pararius.com/apartment-for-rent/rotterdam/24d9beb1/strevelsweg,Apartment Strevelsweg 104 B,3075 AN (Vreewijk),1495,52,3,Furnished,"Nice 3-room apartment with balcony, available from September 1, 2022!",15-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,150,Apartment,Existing building,1926,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/24d9beb1/rotterdam/starthousing/request-details,2022-08-22 20:16:52
https://www.pararius.com/room-for-rent/rotterdam/644e1930/burgemeester-meineszplein,Room Burgemeester Meineszplein,3022 XB (Nieuwe Westen),495,18,1,Upholstered,"Functional room at the Burgemeester Meinezplein in the Delfshaven district for rent. The accommodation is rented in partly decorated condition and is situated on the ground floor. The city centre is reachable in 10 minutes by bike and in 10 minutes by public transport. In short distance you can find several shops, restaurants, supermarket and public transport connections.",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Room,Construction type is not available,Constructed year is not available,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/644e1930/rotterdam/perfectrent-rotterdam/request-details,2022-08-22 20:16:53
https://www.pararius.com/apartment-for-rent/rotterdam/95d72857/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1640,61,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,159,Apartment,Existing building,1882,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/95d72857/rotterdam/rental-rotterdam/request-details,2022-08-22 20:16:54
https://www.pararius.com/apartment-for-rent/rotterdam/6f2ad1c4/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1695,87,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,244,Apartment,New development,1882,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/6f2ad1c4/rotterdam/rental-rotterdam/request-details,2022-08-22 20:16:55
https://www.pararius.com/apartment-for-rent/rotterdam/3deca8dc/abtsweg,Apartment Abtsweg,3042 GA (Kleinpolder),1200,45,2,Upholstered,"Immediately we have two unfurnished 2-room apartments of about (45 m2 per apartment) for €1.200 excluding G/W/E per month available at the Abtsweg in Rotterdam. The apartment has recently been completely renovated and is equipped with a new (own) kitchen, bathroom and toilet.   ",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/3deca8dc/rotterdam/city-estate/request-details,2022-08-22 20:16:56
https://www.pararius.com/apartment-for-rent/rotterdam/c88a6bd6/philips-willemstraat,Apartment Philips Willemstraat 28 A,3051 PR (Hillegersberg Zuid),1295,65,3,Upholstered,Beautiful upholstered apartment for rent in Rotterdam with 2 bedrooms in the Hillegersberg Zuid district.,13-08-2022,consultation,Specifics are not available,Good,266,Apartment,Existing building,1914,Location type is not available,2,1,1,Not present,Not present,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/c88a6bd6/rotterdam/ooms-makelaars-woningen/request-details,2022-08-22 20:16:57
https://www.pararius.com/apartment-for-rent/rotterdam/9adf3538/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3021 GC (Middelland),1200,62,2,Upholstered,"Renovated 2-room apartment with balcony at the Nieuwe Binnenweg on the edge of the center district for rent. The accommodation is rented in partly decorated condition and is situated on the second floor. The city centre is reachable in a few minutes walking distance or by bike. In short distance you can find the trendy Nieuwe Binnenweg with several popular bars, restaurants, the supermarket and shops.   ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1893,Location type is not available,1,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9adf3538/rotterdam/youspace/request-details,2022-08-22 20:16:58
https://www.pararius.com/apartment-for-rent/rotterdam/58b2a22a/katendrechtse-lagedijk,Apartment Katendrechtse Lagedijk,3082 GB (Oud Charlois),1250,100,4,Upholstered,Upholstered apartment with balcony for rent in Rotterdam with 3 bedrooms in the Oud Charlois district.,12-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/58b2a22a/rotterdam/maashave-vastgoedbeheer-b-v/request-details,2022-08-22 20:16:59
https://www.pararius.com/apartment-for-rent/rotterdam/fbe5966f/koningslaan,Apartment Koningslaan,3067 TG (Het Lage Land),2100,41,4,Shell,"A beautiful new apartment complex is located on Koningslaan in a prime location in the green Low Land. The apartment complex is easily accessible and has many amenities nearby. The center of Rotterdam is within cycling distance and the nearest exit road is a 2-minute drive away. West of Het Lage Land is the Kralingse Bos, where you can enjoy a walk or dine with a breathtaking view over the Skyline of Rotterdam.   ",12-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fbe5966f/rotterdam/niya-vastgoed-beheer-bv/request-details,2022-08-22 20:17:00
https://www.pararius.com/house-for-rent/rotterdam/b860eddf/wilhelminakade,House Wilhelminakade,3072 AP (Kop van Zuid),1650,76,2,Interior is not available,"WILHELMINAKADE, KOP VAN ZUID, ROTTERDAM, UPHOLSTERED, €1650 EXCL. G.W.E.  ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2013,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/b860eddf/rotterdam/070wonen/request-details,2022-08-22 20:17:01
https://www.pararius.com/apartment-for-rent/rotterdam/9d215ea0/cordell-hullplaats,Apartment Cordell Hullplaats,3068 VA (Ommoord),1200,102,4,Shell,"This former 5-room apartment (87m2) is located on the 1st floor of the Dekema apartment building. The neat apartment complex has a good location. In the immediate vicinity, you will find the shopping centers De Binnenhof and Hesseplaats.   ",12-08-2022,02-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9d215ea0/rotterdam/niya-vastgoed-beheer-bv/request-details,2022-08-22 20:17:02
https://www.pararius.com/apartment-for-rent/rotterdam/b4c27e5a/cordell-hullplaats,Apartment Cordell Hullplaats,3068 VA (Ommoord),1295,102,3,Shell,"This former 5(+)-room apartment is located on the 3rd floor of the Dekema apartment building. The neat apartment complex has a good location. In the immediate vicinity, you will find the shopping centers De Binnenhof and Hesseplaats.   ",12-08-2022,05-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b4c27e5a/rotterdam/niya-vastgoed-beheer-bv/request-details,2022-08-22 20:17:03
https://www.pararius.com/apartment-for-rent/rotterdam/4dcf4b14/lepelaarsingel,Apartment Lepelaarsingel,3083 KN (Carnisse),1050,59,4,Upholstered,"****Due to the large number of responses, new responses will be placed on a waiting list****  ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1947,Location type is not available,3,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4dcf4b14/rotterdam/smart-letting/request-details,2022-08-22 20:17:05
https://www.pararius.com/apartment-for-rent/rotterdam/70922c9e/mijnsherenlaan,Apartment Mijnsherenlaan,3081 GJ (Tarwewijk),1080,22,1,Interior is not available,"Mijnsherenlaan 79, Rotterdam",12-08-2022,01-09-2022,Specifics are not available,Excellent,77,Apartment,Existing building,Constructed year is not available,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/70922c9e/rotterdam/real-estate-ro/request-details,2022-08-22 20:17:06
https://www.pararius.com/apartment-for-rent/rotterdam/4e159571/oostplein,Apartment Oostplein,3011 KX (Stadsdriehoek),1495,75,3,Furnished,"Completely renovated, sunny and completely new furnished 2 bedroom apartment, located on the 2nd floor at the Oostplein on the border between Kralingen and the city center. Near various shops, entertainment venues, Erasmus University and public transport.  ",12-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1930,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/4e159571/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:17:07
https://www.pararius.com/apartment-for-rent/rotterdam/6a20f918/diamantweg,Apartment Diamantweg 18 B,3051 XB (Hillegersberg Zuid),1295,60,2,Upholstered,KLEIWEGKWARTIER | GROUND FLOOR APARTMENT WITH GARDEN | 1 BEDROOM,12-08-2022,consultation,Specifics are not available,Good,162,Apartment,Existing building,1972,Location type is not available,1,1,1,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6a20f918/rotterdam/ooms-makelaars-woningen/request-details,2022-08-22 20:17:08
https://www.pararius.com/apartment-for-rent/rotterdam/802ee8c4/honingerdijk,Apartment Honingerdijk,3063 AL (Struisenburg),2700,145,4,Interior is not available,Spacious apartment with garden for rent in Rotterdam with 3 bedrooms in the Struisenburg district.,12-08-2022,Not available to book,Specifics are not available,Good,630,Apartment,Existing building,1897,in a residential area,3,1,1,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/802ee8c4/rotterdam/hp-makelaardij/request-details,2022-08-22 20:17:09
https://www.pararius.com/apartment-for-rent/rotterdam/0695d206/honingerdijk,Apartment Honingerdijk,3063 AL (Struisenburg),2550,130,4,Interior is not available,Conveniently located apartment for rent in Rotterdam with 3 bedrooms in the Struisenburg district.,12-08-2022,Not available to book,Specifics are not available,Good,380,Apartment,Existing building,1897,in a residential area,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0695d206/rotterdam/hp-makelaardij/request-details,2022-08-22 20:17:10
https://www.pararius.com/apartment-for-rent/rotterdam/d2bd74dc/binnenrotte,Apartment Binnenrotte 168 B,3011 HC (Stadsdriehoek),2275,92,3,Furnished,"The Apartment building ‘The Connection Rotterdam’ has an unrivaled prima A location in the heart of the Rotterdam Centre area with spacious views on the Market Square and The Laurens Church. Tranquile and car-free next to public transport (Blaak Station) just 150 meter distance from train, metro and tram stations, and 7 minutes walk to Central Station. South faced, unique relax greenfields, in front of the door. Next to your doorstep you find many bars and restaurants, shops, the library, Markethall, Erasmus University College and sport facilities,  ",12-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,New development,2020,Location type is not available,2,2,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d2bd74dc/rotterdam/mrg-real-estate/request-details,2022-08-22 20:17:11
https://www.pararius.com/apartment-for-rent/rotterdam/3b1f3b7e/rakstraat,Apartment Rakstraat,3034 RH (Nieuw Crooswijk),1695,95,4,Upholstered,"Beautiful recently renovated 4-room double upper house with balcony at the Rakstraat in the Crooswijk district for rent. With two spacious bedrooms ideally suited for two home sharers! The accommodation is rented in decorated condition and is situated on the first and second floor. The city centre is reachable in 5 minutes by bike and in 10 minutes by public transport. In short distance you can find the cozy restaurant Croos and other restaurants, the supermarket and public transport connections. ",12-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/3b1f3b7e/rotterdam/perfectrent-rotterdam/request-details,2022-08-22 20:17:12
https://www.pararius.com/apartment-for-rent/rotterdam/b7902d96/aelbrechtskade,Apartment Aelbrechtskade,3023 JD (Nieuwe Westen),1095,88,3,Upholstered,"Spacious 3-room apartment with balcony for rent! The Aelbrechtskade is located in the Nieuwe Westen district, near the shops on Mathenesserplein, Nieuwe Binnenweg and historic Delfshaven. Good accessibility both by private and public transport (tram and metro). The shops (including Albert Heijn, Hema and Blokker) and various trendy restaurants are within walking distance.",11-08-2022,Not available to book,Specifics are not available,Upkeep is not available,238,Apartment,Existing building,1927,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/b7902d96/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-22 20:17:13
https://www.pararius.com/apartment-for-rent/rotterdam/5762fb7d/breeweg,Apartment Breeweg 6 a 02,3075 LK (Vreewijk),1500,142,5,Upholstered,Spacious upholstered apartment with balcony for rent in Rotterdam with 3 bedrooms in the Vreewijk district.,11-08-2022,Not available to book,Specifics are not available,Excellent,420,Apartment,Existing building,1934,in a residential area,3,1,3,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5762fb7d/rotterdam/huizenbalie-nl/request-details,2022-08-22 20:17:14
https://www.pararius.com/apartment-for-rent/rotterdam/67bba948/bloemfonteinstraat,Apartment Bloemfonteinstraat,3072 HG (Afrikaanderwijk),1525,94,3,Upholstered,"Well maintained spacious 3-room top apartment with balcony, on the 2nd floor of the apartment complex 'Smaragd'.  ",11-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2004,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/67bba948/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:17:15
https://www.pararius.com/apartment-for-rent/rotterdam/1bfd8c6b/zweedsestraat,Apartment Zweedsestraat,3028 TK (Oud Mathenesse),1045,85,3,Upholstered,"A characteristic and well-maintained 2 bedroom '1930s' apartment. This wonderfully light house has a spacious living & dining area with en-suite kitchen and a balcony. At the entrance of the apartment a separate toilet is located and the stairs to the second floor. The spacious master bedroom with en-suite bathroom, a modern shower and a small bedroom/study room are both on the top floor of the apartment. Access the attic from the top floor for extra storage space.   ",11-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/1bfd8c6b/rotterdam/portsville-rotterdam-2/request-details,2022-08-22 20:17:16
https://www.pararius.com/apartment-for-rent/rotterdam/8812f135/katendrechtse-lagedijk,Apartment Katendrechtse Lagedijk 400 B,3083 GR (Carnisse),890,70,3,Shell,Beautiful apartment with balcony for rent in Rotterdam with 2 bedrooms in the Carnisse district.,11-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1954,Location type is not available,2,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/8812f135/rotterdam/nationaal-grondbezit/request-details,2022-08-22 20:17:17
https://www.pararius.com/apartment-for-rent/rotterdam/846910c8/kruiskade,Apartment Kruiskade,3012 EG (Cool),1296,83,2,Shell,"A spacious bare 2 room apartment in the bustling center of Rotterdam. The monumental ""City house"" building is located in the popular Cool district. Within walking distance of shopping, art and public transport.  ",11-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1957,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/846910c8/rotterdam/rotterdam-apartments/request-details,2022-08-22 20:17:18
